Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Primary Target,Pathway,Mean Normalized Growth Rate Inhibition Value,Increased Fraction Dead
51082-2,SUM149PT,10444-101-1,Cediranib,0.31623,VEGFR/cKIT,RTK,1.0948,-0.00545
51082-2,SUM149PT,10444-101-1,Cediranib,1.0,VEGFR/cKIT,RTK,0.9902,-0.00136
51082-2,SUM149PT,10444-101-1,Cediranib,3.1623,VEGFR/cKIT,RTK,0.8489,0.00214
51082-2,SUM149PT,10444-101-1,Cediranib,10.0,VEGFR/cKIT,RTK,0.0656,0.23935
51082-2,SUM149PT,10194-106-1,Cabozantinib,0.001,VEGFR2/MET,RTK,0.9965,-0.00008
51082-2,SUM149PT,10194-106-1,Cabozantinib,0.0031623,VEGFR2/MET,RTK,1.0250,0.00441
51082-2,SUM149PT,10194-106-1,Cabozantinib,0.01,VEGFR2/MET,RTK,1.0291,0.00184
51082-2,SUM149PT,10194-106-1,Cabozantinib,0.031623,VEGFR2/MET,RTK,1.0217,0.00043
51082-2,SUM149PT,10194-106-1,Cabozantinib,0.1,VEGFR2/MET,RTK,1.0323,0.00185
51082-2,SUM149PT,10194-106-1,Cabozantinib,0.31623,VEGFR2/MET,RTK,1.0133,0.00194
51082-2,SUM149PT,10194-106-1,Cabozantinib,1.0,VEGFR2/MET,RTK,1.0082,0.00549
51082-2,SUM149PT,10194-106-1,Cabozantinib,3.1623,VEGFR2/MET,RTK,0.9208,0.01403
51082-2,SUM149PT,10194-106-1,Cabozantinib,10.0,VEGFR2/MET,RTK,0.2895,0.14842
50541-3,T47D,10390-103-1,Abemaciclib,0.001,CDK4/6,Cell cycle,0.8683,-0.00073
50541-3,T47D,10390-103-1,Abemaciclib,0.0031623,CDK4/6,Cell cycle,0.6048,0.00282
50541-3,T47D,10390-103-1,Abemaciclib,0.01,CDK4/6,Cell cycle,0.2620,0.01025
50541-3,T47D,10390-103-1,Abemaciclib,0.031623,CDK4/6,Cell cycle,0.1058,0.01541
50541-3,T47D,10390-103-1,Abemaciclib,0.1,CDK4/6,Cell cycle,0.1609,0.00818
50541-3,T47D,10390-103-1,Abemaciclib,0.31623,CDK4/6,Cell cycle,0.1159,0.01638
50541-3,T47D,10390-103-1,Abemaciclib,1.0,CDK4/6,Cell cycle,0.1568,0.01422
50541-3,T47D,10390-103-1,Abemaciclib,3.1623,CDK4/6,Cell cycle,0.0494,0.06623
50541-3,T47D,10390-103-1,Abemaciclib,10.0,CDK4/6,Cell cycle,-0.0412,0.10529
50541-3,T47D,10071-101-1,Palbociclib,0.00031623,CDK4/6,Cell cycle,1.0495,0.00143
50541-3,T47D,10071-101-1,Palbociclib,0.001,CDK4/6,Cell cycle,1.0459,-0.00050
50541-3,T47D,10071-101-1,Palbociclib,0.0031623,CDK4/6,Cell cycle,1.0099,0.00184
50541-3,T47D,10071-101-1,Palbociclib,0.01,CDK4/6,Cell cycle,0.7784,0.00080
50541-3,T47D,10071-101-1,Palbociclib,0.031623,CDK4/6,Cell cycle,0.4646,0.00870
50541-3,T47D,10071-101-1,Palbociclib,0.1,CDK4/6,Cell cycle,0.2138,0.01362
50541-3,T47D,10071-101-1,Palbociclib,0.31623,CDK4/6,Cell cycle,0.1804,0.01826
50541-3,T47D,10071-101-1,Palbociclib,1.0,CDK4/6,Cell cycle,0.1166,0.01548
50541-3,T47D,10071-101-1,Palbociclib,3.1623,CDK4/6,Cell cycle,0.1307,0.00938
50541-3,T47D,10006-101-1,AZD7762,0.001,CHK1/2,Cell cycle,1.2145,-0.00469
50541-3,T47D,10006-101-1,AZD7762,0.0031623,CHK1/2,Cell cycle,1.2355,0.00015
50541-3,T47D,10006-101-1,AZD7762,0.01,CHK1/2,Cell cycle,1.3830,-0.00136
50541-3,T47D,10006-101-1,AZD7762,0.031623,CHK1/2,Cell cycle,1.2962,0.00114
50541-3,T47D,10006-101-1,AZD7762,0.1,CHK1/2,Cell cycle,1.2980,0.00257
50541-3,T47D,10006-101-1,AZD7762,0.31623,CHK1/2,Cell cycle,1.1810,0.00498
50541-3,T47D,10006-101-1,AZD7762,1.0,CHK1/2,Cell cycle,0.9057,0.01473
50541-3,T47D,10006-101-1,AZD7762,3.1623,CHK1/2,Cell cycle,0.2905,0.06193
50541-3,T47D,10006-101-1,AZD7762,10.0,CHK1/2,Cell cycle,-0.0573,0.09637
50541-3,T47D,10387-101-1,Volasertib,0.0001,PLK,Cell cycle,1.0700,0.00171
50541-3,T47D,10387-101-1,Volasertib,0.00031623,PLK,Cell cycle,1.1177,-0.00040
50541-3,T47D,10387-101-1,Volasertib,0.001,PLK,Cell cycle,1.0155,-0.00006
50541-3,T47D,10387-101-1,Volasertib,0.0031623,PLK,Cell cycle,1.0642,-0.00098
50541-3,T47D,10387-101-1,Volasertib,0.01,PLK,Cell cycle,0.8485,0.00521
50541-3,T47D,10387-101-1,Volasertib,0.031623,PLK,Cell cycle,0.5177,0.04885
50541-3,T47D,10387-101-1,Volasertib,0.1,PLK,Cell cycle,-0.0044,0.13769
50541-3,T47D,10387-101-1,Volasertib,0.31623,PLK,Cell cycle,-0.0906,0.16641
50541-3,T47D,10387-101-1,Volasertib,1.0,PLK,Cell cycle,-0.1585,0.16311
50541-3,T47D,10287-101-2,Dinaciclib,0.0001,pan CDK,Cell cycle,0.9929,0.00094
50541-3,T47D,10287-101-2,Dinaciclib,0.00031623,pan CDK,Cell cycle,0.9825,0.00122
50541-3,T47D,10287-101-2,Dinaciclib,0.001,pan CDK,Cell cycle,1.0782,-0.00177
50541-3,T47D,10287-101-2,Dinaciclib,0.0031623,pan CDK,Cell cycle,1.1013,-0.00122
50541-3,T47D,10287-101-2,Dinaciclib,0.01,pan CDK,Cell cycle,1.0605,0.00600
50541-3,T47D,10287-101-2,Dinaciclib,0.031623,pan CDK,Cell cycle,-0.0592,0.05833
50541-3,T47D,10287-101-2,Dinaciclib,0.1,pan CDK,Cell cycle,-0.1265,0.09974
50541-3,T47D,10287-101-2,Dinaciclib,0.31623,pan CDK,Cell cycle,-0.1896,0.14363
50541-3,T47D,10287-101-2,Dinaciclib,1.0,pan CDK,Cell cycle,-0.2109,0.12913
50541-3,T47D,10245-999-4,Cisplatin,0.0010833,Chemo,Chemotherapy,1.0538,-0.00313
50541-3,T47D,10245-999-4,Cisplatin,0.0033333,Chemo,Chemotherapy,1.0424,0.00001
50541-3,T47D,10245-999-4,Cisplatin,0.01,Chemo,Chemotherapy,0.9732,-0.00029
50541-3,T47D,10245-999-4,Cisplatin,0.031667,Chemo,Chemotherapy,1.0050,-0.00066
50541-3,T47D,10245-999-4,Cisplatin,0.1,Chemo,Chemotherapy,0.9180,-0.00007
50541-3,T47D,10245-999-4,Cisplatin,0.31623,Chemo,Chemotherapy,0.8420,-0.00135
50541-3,T47D,10245-999-4,Cisplatin,1.0,Chemo,Chemotherapy,0.7136,0.00756
50541-3,T47D,10245-999-4,Cisplatin,3.1623,Chemo,Chemotherapy,0.2284,0.01447
50541-3,T47D,10245-999-4,Cisplatin,10.0,Chemo,Chemotherapy,0.1019,0.03321
50541-3,T47D,10248-102-3,Doxorubicin,0.00031623,Chemo,Chemotherapy,0.8837,0.00193
50541-3,T47D,10248-102-3,Doxorubicin,0.001,Chemo,Chemotherapy,0.7842,0.00725
50541-3,T47D,10248-102-3,Doxorubicin,0.0031623,Chemo,Chemotherapy,0.2335,0.02430
50541-3,T47D,10248-102-3,Doxorubicin,0.01,Chemo,Chemotherapy,-0.0015,0.03141
50541-3,T47D,10248-102-3,Doxorubicin,0.031623,Chemo,Chemotherapy,-0.0535,0.04115
50541-3,T47D,10248-102-3,Doxorubicin,0.1,Chemo,Chemotherapy,-0.1199,0.11043
50541-3,T47D,10248-102-3,Doxorubicin,0.31623,Chemo,Chemotherapy,-0.1794,0.15710
50541-3,T47D,10248-102-3,Doxorubicin,1.0,Chemo,Chemotherapy,-0.3611,0.36359
50541-3,T47D,10248-102-3,Doxorubicin,3.1623,Chemo,Chemotherapy,-0.1901,0.17524
50541-3,T47D,10102-101-4,Taxol,0.0001,Chemo,Chemotherapy,0.9933,0.01216
50541-3,T47D,10102-101-4,Taxol,0.00031623,Chemo,Chemotherapy,1.0719,-0.00300
50541-3,T47D,10102-101-4,Taxol,0.001,Chemo,Chemotherapy,0.9767,0.02721
50541-3,T47D,10102-101-4,Taxol,0.0031623,Chemo,Chemotherapy,0.5550,0.24030
50541-3,T47D,10102-101-4,Taxol,0.01,Chemo,Chemotherapy,0.0121,0.42909
50541-3,T47D,10102-101-4,Taxol,0.031623,Chemo,Chemotherapy,-0.0654,0.42448
50541-3,T47D,10102-101-4,Taxol,0.1,Chemo,Chemotherapy,-0.1580,0.34971
50541-3,T47D,10102-101-4,Taxol,0.31623,Chemo,Chemotherapy,-0.1092,0.36416
50541-3,T47D,10102-101-4,Taxol,1.0,Chemo,Chemotherapy,-0.1337,0.41010
50541-3,T47D,10278-102-2,Topotecan,0.0010833,Topo I,Chemotherapy,0.8845,-0.00136
50541-3,T47D,10278-102-2,Topotecan,0.0033333,Topo I,Chemotherapy,0.6899,0.00417
50541-3,T47D,10278-102-2,Topotecan,0.01,Topo I,Chemotherapy,0.2152,0.03522
50541-3,T47D,10278-102-2,Topotecan,0.031667,Topo I,Chemotherapy,-0.0553,0.08658
50541-3,T47D,10278-102-2,Topotecan,0.1,Topo I,Chemotherapy,-0.1220,0.17436
50541-3,T47D,10278-102-2,Topotecan,0.31623,Topo I,Chemotherapy,-0.2488,0.22376
50541-3,T47D,10278-102-2,Topotecan,1.0,Topo I,Chemotherapy,-0.2767,0.23309
50541-3,T47D,10278-102-2,Topotecan,3.1623,Topo I,Chemotherapy,-0.1971,0.22591
50541-3,T47D,10278-102-2,Topotecan,10.0,Topo I,Chemotherapy,-0.1726,0.15338
50541-3,T47D,10250-101-3,Etoposide,0.0010833,Topo II,Chemotherapy,1.0064,0.00033
50541-3,T47D,10250-101-3,Etoposide,0.0033333,Topo II,Chemotherapy,0.8502,0.00451
50541-3,T47D,10250-101-3,Etoposide,0.01,Topo II,Chemotherapy,0.9163,-0.00041
50541-3,T47D,10250-101-3,Etoposide,0.031667,Topo II,Chemotherapy,0.5953,0.01113
50541-3,T47D,10250-101-3,Etoposide,0.1,Topo II,Chemotherapy,0.1878,0.02231
50541-3,T47D,10250-101-3,Etoposide,0.31623,Topo II,Chemotherapy,-0.0459,0.03840
50541-3,T47D,10250-101-3,Etoposide,1.0,Topo II,Chemotherapy,-0.0220,0.07177
50541-3,T47D,10250-101-3,Etoposide,3.1623,Topo II,Chemotherapy,-0.1861,0.14904
50541-3,T47D,10250-101-3,Etoposide,10.0,Topo II,Chemotherapy,-0.1776,0.18272
50541-3,T47D,10020-101-1,Dasatinib,0.001,BCR/ABL,MAPK/nRTK,0.9372,0.00455
50541-3,T47D,10020-101-1,Dasatinib,0.0031623,BCR/ABL,MAPK/nRTK,0.9695,-0.00045
50541-3,T47D,10020-101-1,Dasatinib,0.01,BCR/ABL,MAPK/nRTK,0.9173,-0.00101
50541-3,T47D,10020-101-1,Dasatinib,0.031623,BCR/ABL,MAPK/nRTK,0.8910,0.00486
50541-3,T47D,10020-101-1,Dasatinib,0.1,BCR/ABL,MAPK/nRTK,0.8094,0.00409
50541-3,T47D,10020-101-1,Dasatinib,0.31623,BCR/ABL,MAPK/nRTK,0.7324,0.01639
50541-3,T47D,10020-101-1,Dasatinib,1.0,BCR/ABL,MAPK/nRTK,0.7403,0.01244
50541-3,T47D,10020-101-1,Dasatinib,3.1623,BCR/ABL,MAPK/nRTK,0.6769,0.01819
50541-3,T47D,10020-101-1,Dasatinib,10.0,BCR/ABL,MAPK/nRTK,0.4961,0.01864
50541-3,T47D,10142-101-1,Trametinib,0.0001,MEK,MAPK/nRTK,0.9279,0.00423
50541-3,T47D,10142-101-1,Trametinib,0.00031623,MEK,MAPK/nRTK,0.9443,0.00270
50541-3,T47D,10142-101-1,Trametinib,0.001,MEK,MAPK/nRTK,1.0111,-0.00010
50541-3,T47D,10142-101-1,Trametinib,0.0031623,MEK,MAPK/nRTK,0.8172,0.00321
50541-3,T47D,10142-101-1,Trametinib,0.01,MEK,MAPK/nRTK,0.7542,0.00095
50541-3,T47D,10142-101-1,Trametinib,0.031623,MEK,MAPK/nRTK,0.6763,0.00326
50541-3,T47D,10142-101-1,Trametinib,0.1,MEK,MAPK/nRTK,0.6548,0.00883
50541-3,T47D,10142-101-1,Trametinib,0.31623,MEK,MAPK/nRTK,0.6842,0.00513
50541-3,T47D,10142-101-1,Trametinib,1.0,MEK,MAPK/nRTK,0.5801,0.00841
50541-3,T47D,10032-101-1,Saracatinib,0.001,SRC,MAPK/nRTK,0.9981,0.00265
50541-3,T47D,10032-101-1,Saracatinib,0.0031623,SRC,MAPK/nRTK,1.0569,-0.00057
50541-3,T47D,10032-101-1,Saracatinib,0.01,SRC,MAPK/nRTK,1.0350,-0.00053
50541-3,T47D,10032-101-1,Saracatinib,0.031623,SRC,MAPK/nRTK,0.9311,0.00148
50541-3,T47D,10032-101-1,Saracatinib,0.1,SRC,MAPK/nRTK,0.8660,0.00343
50541-3,T47D,10032-101-1,Saracatinib,0.31623,SRC,MAPK/nRTK,0.8357,0.00656
50541-3,T47D,10032-101-1,Saracatinib,1.0,SRC,MAPK/nRTK,0.6561,0.01083
50541-3,T47D,10032-101-1,Saracatinib,3.1623,SRC,MAPK/nRTK,0.5551,0.01802
50541-3,T47D,10032-101-1,Saracatinib,10.0,SRC,MAPK/nRTK,0.3892,0.03602
50541-3,T47D,10179-101-1,ABT-737,0.001,Bcl2/XL,Misc,1.0701,0.00004
50541-3,T47D,10179-101-1,ABT-737,0.0031623,Bcl2/XL,Misc,1.0789,-0.00066
50541-3,T47D,10179-101-1,ABT-737,0.01,Bcl2/XL,Misc,1.0560,0.00089
50541-3,T47D,10179-101-1,ABT-737,0.031623,Bcl2/XL,Misc,1.0432,-0.00060
50541-3,T47D,10179-101-1,ABT-737,0.1,Bcl2/XL,Misc,1.0484,-0.00093
50541-3,T47D,10179-101-1,ABT-737,0.31623,Bcl2/XL,Misc,1.1459,0.00138
50541-3,T47D,10179-101-1,ABT-737,1.0,Bcl2/XL,Misc,0.9866,0.00757
50541-3,T47D,10179-101-1,ABT-737,3.1623,Bcl2/XL,Misc,0.9441,0.01508
50541-3,T47D,10179-101-1,ABT-737,10.0,Bcl2/XL,Misc,0.5888,0.05311
50541-3,T47D,10282-101-2,Vorinostat,0.001,HDAC,Misc,1.0650,0.00067
50541-3,T47D,10282-101-2,Vorinostat,0.0031623,HDAC,Misc,1.0265,0.00024
50541-3,T47D,10282-101-2,Vorinostat,0.01,HDAC,Misc,1.0355,-0.00209
50541-3,T47D,10282-101-2,Vorinostat,0.031623,HDAC,Misc,1.1048,-0.00156
50541-3,T47D,10282-101-2,Vorinostat,0.1,HDAC,Misc,1.1136,0.00226
50541-3,T47D,10282-101-2,Vorinostat,0.31623,HDAC,Misc,1.1532,0.00107
50541-3,T47D,10282-101-2,Vorinostat,1.0,HDAC,Misc,0.7936,0.01302
50541-3,T47D,10282-101-2,Vorinostat,3.1623,HDAC,Misc,0.1479,0.07491
50541-3,T47D,10282-101-2,Vorinostat,10.0,HDAC,Misc,-0.1567,0.27999
50541-3,T47D,10161-101-1,Luminespib,0.0001,HSP90,Misc,1.0474,0.00019
50541-3,T47D,10161-101-1,Luminespib,0.00031623,HSP90,Misc,1.0934,-0.00022
50541-3,T47D,10161-101-1,Luminespib,0.001,HSP90,Misc,1.0613,0.00022
50541-3,T47D,10161-101-1,Luminespib,0.0031623,HSP90,Misc,0.9411,0.01164
50541-3,T47D,10161-101-1,Luminespib,0.01,HSP90,Misc,0.1359,0.02815
50541-3,T47D,10161-101-1,Luminespib,0.031623,HSP90,Misc,0.0968,0.04912
50541-3,T47D,10161-101-1,Luminespib,0.1,HSP90,Misc,0.0310,0.05327
50541-3,T47D,10161-101-1,Luminespib,0.31623,HSP90,Misc,0.0212,0.05315
50541-3,T47D,10161-101-1,Luminespib,1.0,HSP90,Misc,0.0367,0.05444
50541-3,T47D,10478-102-1,A-1210477,0.001,Mcl-1,Misc,1.0290,0.00098
50541-3,T47D,10478-102-1,A-1210477,0.0031623,Mcl-1,Misc,1.0873,0.00113
50541-3,T47D,10478-102-1,A-1210477,0.01,Mcl-1,Misc,1.0798,-0.00394
50541-3,T47D,10478-102-1,A-1210477,0.031623,Mcl-1,Misc,1.0117,0.00158
50541-3,T47D,10478-102-1,A-1210477,0.1,Mcl-1,Misc,0.9912,-0.00280
50541-3,T47D,10478-102-1,A-1210477,0.31623,Mcl-1,Misc,1.0109,-0.00165
50541-3,T47D,10478-102-1,A-1210477,1.0,Mcl-1,Misc,1.0271,0.00086
50541-3,T47D,10478-102-1,A-1210477,3.1623,Mcl-1,Misc,0.8752,0.00441
50541-3,T47D,10478-102-1,A-1210477,10.0,Mcl-1,Misc,0.5752,0.04873
50541-3,T47D,10144-101-3,Olaparib,0.001,PARP,Misc,1.0719,0.00086
50541-3,T47D,10144-101-3,Olaparib,0.0031623,PARP,Misc,0.9999,-0.00070
50541-3,T47D,10144-101-3,Olaparib,0.01,PARP,Misc,0.9902,-0.00332
50541-3,T47D,10144-101-3,Olaparib,0.031623,PARP,Misc,1.0966,-0.00271
50541-3,T47D,10144-101-3,Olaparib,0.1,PARP,Misc,1.0508,0.00208
50541-3,T47D,10144-101-3,Olaparib,0.31623,PARP,Misc,1.0475,0.00263
50541-3,T47D,10144-101-3,Olaparib,1.0,PARP,Misc,1.0028,-0.00109
50541-3,T47D,10144-101-3,Olaparib,3.1623,PARP,Misc,0.8281,-0.00042
50541-3,T47D,10144-101-3,Olaparib,10.0,PARP,Misc,0.5304,0.01618
50541-3,T47D,10482-114-1,Bleomycin,0.0010833,Radiation,Misc,0.9271,-0.00306
50541-3,T47D,10482-114-1,Bleomycin,0.0033333,Radiation,Misc,1.0060,-0.00344
50541-3,T47D,10482-114-1,Bleomycin,0.01,Radiation,Misc,0.9590,-0.00271
50541-3,T47D,10482-114-1,Bleomycin,0.031667,Radiation,Misc,0.7551,0.00532
50541-3,T47D,10482-114-1,Bleomycin,0.1,Radiation,Misc,0.7716,0.00981
50541-3,T47D,10482-114-1,Bleomycin,0.31623,Radiation,Misc,0.3533,0.02970
50541-3,T47D,10482-114-1,Bleomycin,1.0,Radiation,Misc,0.0769,0.03552
50541-3,T47D,10482-114-1,Bleomycin,3.1623,Radiation,Misc,-0.0051,0.04686
50541-3,T47D,10482-114-1,Bleomycin,10.0,Radiation,Misc,-0.0840,0.05337
50541-3,T47D,10338-101-1,Ipatasertib,0.001,AKT,PI3K/mTOR,0.9819,0.00130
50541-3,T47D,10338-101-1,Ipatasertib,0.0031623,AKT,PI3K/mTOR,1.0666,0.00107
50541-3,T47D,10338-101-1,Ipatasertib,0.01,AKT,PI3K/mTOR,0.9092,0.00291
50541-3,T47D,10338-101-1,Ipatasertib,0.031623,AKT,PI3K/mTOR,0.8064,0.00219
50541-3,T47D,10338-101-1,Ipatasertib,0.1,AKT,PI3K/mTOR,0.5806,0.00422
50541-3,T47D,10338-101-1,Ipatasertib,0.31623,AKT,PI3K/mTOR,0.3286,0.01648
50541-3,T47D,10338-101-1,Ipatasertib,1.0,AKT,PI3K/mTOR,0.1884,0.01828
50541-3,T47D,10338-101-1,Ipatasertib,3.1623,AKT,PI3K/mTOR,0.1331,0.02540
50541-3,T47D,10338-101-1,Ipatasertib,10.0,AKT,PI3K/mTOR,0.1402,0.02929
50541-3,T47D,10233-101-1,Alpelisib,0.001,PI3Ka,PI3K/mTOR,1.0781,0.00072
50541-3,T47D,10233-101-1,Alpelisib,0.0031623,PI3Ka,PI3K/mTOR,1.0415,0.00157
50541-3,T47D,10233-101-1,Alpelisib,0.01,PI3Ka,PI3K/mTOR,0.8915,0.00055
50541-3,T47D,10233-101-1,Alpelisib,0.031623,PI3Ka,PI3K/mTOR,0.7429,0.00918
50541-3,T47D,10233-101-1,Alpelisib,0.1,PI3Ka,PI3K/mTOR,0.5767,0.00912
50541-3,T47D,10233-101-1,Alpelisib,0.31623,PI3Ka,PI3K/mTOR,0.3518,0.01207
50541-3,T47D,10233-101-1,Alpelisib,1.0,PI3Ka,PI3K/mTOR,0.1904,0.02302
50541-3,T47D,10233-101-1,Alpelisib,3.1623,PI3Ka,PI3K/mTOR,0.0422,0.03677
50541-3,T47D,10233-101-1,Alpelisib,10.0,PI3Ka,PI3K/mTOR,-0.0332,0.06965
50541-3,T47D,10445-101-1,Taselisib,0.001,"PI3Ka, g, d",PI3K/mTOR,0.6727,0.00360
50541-3,T47D,10445-101-1,Taselisib,0.0031623,"PI3Ka, g, d",PI3K/mTOR,0.3265,0.02050
50541-3,T47D,10445-101-1,Taselisib,0.01,"PI3Ka, g, d",PI3K/mTOR,0.1037,0.03585
50541-3,T47D,10445-101-1,Taselisib,0.031623,"PI3Ka, g, d",PI3K/mTOR,0.0519,0.04296
50541-3,T47D,10445-101-1,Taselisib,0.1,"PI3Ka, g, d",PI3K/mTOR,0.0051,0.04903
50541-3,T47D,10445-101-1,Taselisib,0.31623,"PI3Ka, g, d",PI3K/mTOR,-0.0046,0.06924
50541-3,T47D,10445-101-1,Taselisib,1.0,"PI3Ka, g, d",PI3K/mTOR,0.0382,0.06275
50541-3,T47D,10445-101-1,Taselisib,3.1623,"PI3Ka, g, d",PI3K/mTOR,0.0034,0.07274
50541-3,T47D,10445-101-1,Taselisib,10.0,"PI3Ka, g, d",PI3K/mTOR,-0.1047,0.13876
50541-3,T47D,10171-101-1,TGX221,0.001,PI3Kb,PI3K/mTOR,1.0725,0.00126
50541-3,T47D,10171-101-1,TGX221,0.0031623,PI3Kb,PI3K/mTOR,1.0733,-0.00116
50541-3,T47D,10171-101-1,TGX221,0.01,PI3Kb,PI3K/mTOR,1.0730,0.00055
50541-3,T47D,10171-101-1,TGX221,0.031623,PI3Kb,PI3K/mTOR,1.0945,-0.00185
50541-3,T47D,10171-101-1,TGX221,0.1,PI3Kb,PI3K/mTOR,1.0327,-0.00036
50541-3,T47D,10171-101-1,TGX221,0.31623,PI3Kb,PI3K/mTOR,1.0372,-0.00182
50541-3,T47D,10171-101-1,TGX221,1.0,PI3Kb,PI3K/mTOR,0.9841,0.00051
50541-3,T47D,10171-101-1,TGX221,3.1623,PI3Kb,PI3K/mTOR,0.9245,-0.00077
50541-3,T47D,10171-101-1,TGX221,10.0,PI3Kb,PI3K/mTOR,0.7986,0.00168
50541-3,T47D,10080-101-1,Torin2,0.0001,mTOR/ATM/ATR,PI3K/mTOR,1.0779,-0.00180
50541-3,T47D,10080-101-1,Torin2,0.00031623,mTOR/ATM/ATR,PI3K/mTOR,1.0340,-0.00019
50541-3,T47D,10080-101-1,Torin2,0.001,mTOR/ATM/ATR,PI3K/mTOR,0.9543,-0.00159
50541-3,T47D,10080-101-1,Torin2,0.0031623,mTOR/ATM/ATR,PI3K/mTOR,0.6738,0.00311
50541-3,T47D,10080-101-1,Torin2,0.01,mTOR/ATM/ATR,PI3K/mTOR,0.3592,0.01283
50541-3,T47D,10080-101-1,Torin2,0.031623,mTOR/ATM/ATR,PI3K/mTOR,0.1112,0.02794
50541-3,T47D,10080-101-1,Torin2,0.1,mTOR/ATM/ATR,PI3K/mTOR,0.0792,0.03630
50541-3,T47D,10080-101-1,Torin2,0.31623,mTOR/ATM/ATR,PI3K/mTOR,0.0674,0.04879
50541-3,T47D,10080-101-1,Torin2,1.0,mTOR/ATM/ATR,PI3K/mTOR,0.0099,0.07041
50541-3,T47D,10235-101-1,Everolimus,0.001,mTOR1,PI3K/mTOR,0.4754,0.00865
50541-3,T47D,10235-101-1,Everolimus,0.0031623,mTOR1,PI3K/mTOR,0.3963,0.01398
50541-3,T47D,10235-101-1,Everolimus,0.01,mTOR1,PI3K/mTOR,0.4114,0.01119
50541-3,T47D,10235-101-1,Everolimus,0.031623,mTOR1,PI3K/mTOR,0.3939,0.01335
50541-3,T47D,10235-101-1,Everolimus,0.1,mTOR1,PI3K/mTOR,0.4198,0.02159
50541-3,T47D,10235-101-1,Everolimus,0.31623,mTOR1,PI3K/mTOR,0.3554,0.01646
50541-3,T47D,10235-101-1,Everolimus,1.0,mTOR1,PI3K/mTOR,0.3599,0.01312
50541-3,T47D,10235-101-1,Everolimus,3.1623,mTOR1,PI3K/mTOR,0.3515,0.01517
50541-3,T47D,10235-101-1,Everolimus,10.0,mTOR1,PI3K/mTOR,0.2975,0.02128
50541-3,T47D,10205-101-1,INK-128,0.00031623,mTORC1/2,PI3K/mTOR,1.0271,0.00098
50541-3,T47D,10205-101-1,INK-128,0.001,mTORC1/2,PI3K/mTOR,0.9201,-0.00207
50541-3,T47D,10205-101-1,INK-128,0.0031623,mTORC1/2,PI3K/mTOR,0.6751,0.00849
50541-3,T47D,10205-101-1,INK-128,0.01,mTORC1/2,PI3K/mTOR,0.2753,0.01646
50541-3,T47D,10205-101-1,INK-128,0.031623,mTORC1/2,PI3K/mTOR,0.0771,0.02991
50541-3,T47D,10205-101-1,INK-128,0.1,mTORC1/2,PI3K/mTOR,0.0285,0.02953
50541-3,T47D,10205-101-1,INK-128,0.31623,mTORC1/2,PI3K/mTOR,0.0187,0.03759
50541-3,T47D,10205-101-1,INK-128,1.0,mTORC1/2,PI3K/mTOR,0.0081,0.03583
50541-3,T47D,10205-101-1,INK-128,3.1623,mTORC1/2,PI3K/mTOR,-0.0486,0.05668
50541-3,T47D,10404-101-1,PF-4708671,0.001,p70S6K,PI3K/mTOR,1.0815,0.00107
50541-3,T47D,10404-101-1,PF-4708671,0.0031623,p70S6K,PI3K/mTOR,1.0654,0.00207
50541-3,T47D,10404-101-1,PF-4708671,0.01,p70S6K,PI3K/mTOR,1.0634,0.00005
50541-3,T47D,10404-101-1,PF-4708671,0.031623,p70S6K,PI3K/mTOR,1.0128,0.00308
50541-3,T47D,10404-101-1,PF-4708671,0.1,p70S6K,PI3K/mTOR,0.9897,-0.00304
50541-3,T47D,10404-101-1,PF-4708671,0.31623,p70S6K,PI3K/mTOR,0.8864,0.00511
50541-3,T47D,10404-101-1,PF-4708671,1.0,p70S6K,PI3K/mTOR,0.7379,0.00196
50541-3,T47D,10404-101-1,PF-4708671,3.1623,p70S6K,PI3K/mTOR,0.5451,0.00403
50541-3,T47D,10404-101-1,PF-4708671,10.0,p70S6K,PI3K/mTOR,0.3659,0.00725
50541-3,T47D,10147-101-1,Buparlisib,0.001,pan PI3K,PI3K/mTOR,1.0361,0.00155
50541-3,T47D,10147-101-1,Buparlisib,0.0031623,pan PI3K,PI3K/mTOR,0.9732,0.00324
50541-3,T47D,10147-101-1,Buparlisib,0.01,pan PI3K,PI3K/mTOR,0.9889,0.00001
50541-3,T47D,10147-101-1,Buparlisib,0.031623,pan PI3K,PI3K/mTOR,0.8923,0.00823
50541-3,T47D,10147-101-1,Buparlisib,0.1,pan PI3K,PI3K/mTOR,0.6327,0.00575
50541-3,T47D,10147-101-1,Buparlisib,0.31623,pan PI3K,PI3K/mTOR,0.4339,0.01153
50541-3,T47D,10147-101-1,Buparlisib,1.0,pan PI3K,PI3K/mTOR,0.1266,0.03434
50541-3,T47D,10147-101-1,Buparlisib,3.1623,pan PI3K,PI3K/mTOR,-0.2136,0.30278
50541-3,T47D,10147-101-1,Buparlisib,10.0,pan PI3K,PI3K/mTOR,-0.4183,0.41244
50541-3,T47D,10047-101-1,Pictilisib,0.001,pan PI3K,PI3K/mTOR,0.9813,0.00301
50541-3,T47D,10047-101-1,Pictilisib,0.0031623,pan PI3K,PI3K/mTOR,0.9908,0.00341
50541-3,T47D,10047-101-1,Pictilisib,0.01,pan PI3K,PI3K/mTOR,0.9258,-0.00021
